Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keteragan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak
Lasolo,Konawe Utara,Nikel Tapunggaya 6,2.863.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 6,Sulawesi Tenggara,Operasi Produksi,1361028,16.547.020.840,"Kadar Ni 1,38 % - 1,73 %","PT Putra Intisultra Perkasa (70/DPMPTSP/II/2019), Persetujuan RKAB Tahun 2021",1660,122.37,-3.457,IUP,Kec. Lasolo,261,"Desember 23, 2031","Desember 23, 2011",61446.172,1334.369,46459.399,1001437,4786,4809,100.48,18,38,91.98,73.44,45.4,14983,289053,113158,57389,404899,864499,CAPEX,1.41,0.09,2,Tidak,306204818,15538,PT IWIP,CIF
Lasolo,Konawe Utara,Nikel Tapunggaya 5,2.813.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 5,Sulawesi Tenggara,Operasi Produksi,25308023.3,318.881.093.580,"Kadar rata-rata Ni 1,85%","PT Putra Kendari Sejahtera, Laporan RKAB Tahun 2022",1631,122.363,-3.3867,IUP,Kec. Langgikima,218,"Juli 27, 2031","Juli 27, 2011",67712.589,2263.718,38739.235,534068,1937,1987,102.58,29,52,90.65,87.81,26.4,5061,322067,127664,51182,427010,927923,OPEX,1.06,0.08,0,Tidak,318524743,15798,PT Vale Indonesia,Spot Contract
Pomalaa,Kolaka,Nikel Pesouha,2.163.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pesouha,Sulawesi Tenggara,Operasi Produksi,2453560,24.044.888,"Blok Utara dan Blok Selatan dengan kadar Ni 1,3% dan 1,4%Kadar","PT Putra Mekongga Sejahtera, Laporan RKAB Tahun 2022",1512,121.6348,-4.218,IUP,Kecamatan Pomalaa,388,"Mei 21, 2027","Mei 22, 2017",6274.055,317.527,4980.748,659213,3178,2879,90.59,12,44,86.71,79.4,7.7,22023,231024,102204,30419,603534,967181,CAPEX,2.43,0.02,0,Tidak,346534378,15945,PT GNI,FOB Motorship
Porehu,Kolaka Utara,Nikel Larui,1.387.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Larui,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Ranaspri Ayanori, 2013",1406,121.153,-2.902,IUP,"Desa Lawaki Jaya, Kecamatan Tolala",1050,"Desember 5, 2027","Desember 5, 2012",,,,635071,1907,1774,93.03,29,52,86.63,79.52,42,22215,324709,131051,76505,604897,1137162,CAPEX,0.6,0.44,1,Tidak,304897806,15920,PT Vale Indonesia,CIF
Molawe,Konawe Utara,Nikel Boenaga,1.942.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Boenaga,Sulawesi Tenggara,Operasi Produksi,651799,82.126.674,-,"PT Rizki Sinar Biokas, Laporan RKAB Tahun 2020",1474,122.368,-3.418,IUP,Molawe,220,"Februari 14, 2032","Januari 5, 2017",65538.863,1914.992,42225.501,1657328,3725,3422,91.87,13,36,97.38,88.71,34.2,15370,384948,72160,66516,517953,1041577,OPEX,0.94,0.35,1,Tidak,343883652,15790,PT GNI,FOB Motorship
Molawe,Konawe Utara,Nikel Blok I dan Blok II Tapunggaya,2.561.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wawalalindu,Sulawesi Tenggara,Operasi Produksi,0,0,"3 blok, kadar Ni 1,5% s.d. 1,6%","PT Rizqi Biokas Pratama, Laporan RKAB Tahun 2020",1583,122.1918,-3.5948,IUP,Molawe,251,"Februari 28, 2032","Januari 29, 2019",59868.969,15.574,42463.572,1583539,5203,5076,97.56,15,46,91.27,71.19,40.2,10421,227015,121170,55120,503422,906727,OPEX,0.88,0.02,2,Tidak,344452966,15786,PT Vale Indonesia,FOB Motorship
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 11),2.166.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 11),Sulawesi Tenggara,Operasi Produksi,686715.1,8.467.558.235,Limonit-Saprolit,"PT Rohul Energi Indonesia, Laporan RKAB Tahun 2020",1516,121.9669,-5.1454,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.825,1735.667,27899.134,1545156,1731,1751,101.16,26,49,97.39,74.3,24.3,6078,265488,54584,79349,427924,827345,CAPEX,1.45,0.01,2,Tidak,302255298,15835,PT IMIP,Spot Contract
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 2),2.846.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 2),Sulawesi Tenggara,Operasi Produksi,1086253.15,14.325.706.112,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1643,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,1192815,3030,3013,99.44,24,50,87.13,81.72,33.7,16997,338708,60279,78556,665169,1142712,CAPEX,1.35,0.28,2,Tidak,293927206,15977,PT Vale Indonesia,Spot Contract
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 7),2.847.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 7),Sulawesi Tenggara,Operasi Produksi,1173847,13.094.960.042,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1644,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,1575587,5389,5538,102.76,29,54,92.21,73.91,43.5,15291,323480,136472,78697,551610,1090259,CAPEX,1.68,0.14,0,Tidak,264270337,15962,PT IWIP,CIF
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok AB),2.848.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok AB),Sulawesi Tenggara,Operasi Produksi,34500.2,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1645,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,741907,2633,2431,92.33,24,62,87.7,83.59,33.4,19959,334950,97502,42941,447470,922863,OPEX,2.39,0.3,0,Tidak,276851364,15560,PT Vale Indonesia,Spot Contract
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 12),2.849.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 12),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1646,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,1850932,1942,1962,101.03,22,51,88.29,74.28,20.6,16653,311912,112084,74044,559935,1057975,CAPEX,0.86,0.22,2,Tidak,337909343,15827,PT GNI,FOB Motorship
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 15),2.850.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 15),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1647,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,1251567,3403,3161,92.89,16,64,85.39,71.98,34.8,6694,336517,110340,55227,774820,1276904,CAPEX,1.79,0.46,1,Tidak,263828700,15709,PT Aneka Tambang,CIF
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok B1),2.851.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok B1),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1648,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450,"Januari 30, 2032","Agustus 28, 2019",10716.711,1720.174,27887.219,1907077,3484,3277,94.06,10,53,86.55,74.14,35.2,6557,321877,119486,66301,504494,1012158,OPEX,0.26,0.14,2,Tidak,289705804,15939,PT IMIP,Spot Contract
Molawe,Konawe Utara,Nikel Waturambaha,2.168.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Waturambaha,Sulawesi Tenggara,Operasi Produksi,5060175,6.198.714.375,Blok 1-7,"PT Roshini Indonesia, Laporan RKAB Tahun 2018",1518,122.35,-3.387,IUP,"Kec. Lasolo, Konawe Utara",109,"Juli 17, 2029","Juli 18, 2019",67287.641,2711.409,38413.773,728468,4117,4144,100.66,12,44,96.92,78.45,48.2,20397,214814,74556,72976,757891,1120237,CAPEX,0.8,0.34,1,Tidak,319863356,15778,PT Aneka Tambang,FOB Motorship
Palangga,Konawe Selatan,Nikel Ululakara,1.416.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Ululakara,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1%, dan 1,5% s.d. 1,7%","PT Sambas Minerals Mining, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1425,122.338,-4.399,IUP,"Desa Watudempa, Kec. Palngga Selatan, Kab. Konawe Selatan",1008,"Februari 15, 2030","Februari 15, 2020",14210.354,468.021,6601.051,1245995,2686,2812,104.69,15,43,89.18,73.52,21.7,7339,350256,67826,38166,503497,959745,CAPEX,1.27,0.03,0,Tidak,274062193,16045,PT GNI,FOB Motorship
Palangga Selatan,Konawe Selatan,Nikel Parasi,2.563.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Parasi,Sulawesi Tenggara,Operasi Produksi,22090000,262871,"Blok A, B dan C dengan kadar Ni 1,32% - 1,7%","PT Sentratama Karya Cemerlang (SK Bupati Konawe Selatan Nomor 540/1172 Tahun 2014), Laporan RKAB Tahun 2021",1585,122.404,-4.371,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226,"Juli 28, 2028","Juli 28, 2018",10233.69,271.343,10742.617,1544480,5318,5274,99.17,10,46,92.91,72.69,24.1,23708,289367,54255,52412,474389,870423,OPEX,0.27,0.48,1,Tidak,347410961,15737,PT IMIP,Spot Contract
Palangga,Konawe Selatan,Nikel Kiaea,2.815.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Kiaea,Sulawesi Tenggara,Operasi Produksi,1000000,12600,"Blok A, B dan C dengan kadar Ni 1,32% s.d. 1,7%","PT Sentratama Karya Cemerlang, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1633,122.404,-4.3708,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226,"Juli 28, 2028","Juli 28, 2018",10251.824,291.679,10761.905,1243438,3536,3211,90.81,20,55,91.05,87.21,41.5,6224,210290,136476,36444,504256,887466,CAPEX,1.62,0.49,2,Tidak,314948410,15873,PT IWIP,CIF
Molawe,Konawe Utara,Nikel Blok Helipad Waturambaha (B30),2.169.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Helipad Waturambaha (B30),Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,53%, 1,7%, 1,75% dan 1,71%","PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1519,122.3366,-3.3682,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",64857.378,186.123,36061.47,1169234,2574,2555,99.26,25,43,90.21,76.41,27.8,19295,281807,72359,43974,529306,927446,OPEX,1.76,0.37,1,Tidak,252834377,15559,PT GNI,CIF
Molawe,Konawe Utara,Nikel Blok A Waturambaha,2.170.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1520,122.337,-3.3723,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",65303.778,616.925,36514.434,749321,5337,4837,90.63,29,66,91.91,77.22,38.1,24479,287035,107516,50675,448243,893469,OPEX,1.92,0.23,0,Tidak,274717218,16012,PT IMIP,Spot Contract
Molawe,Konawe Utara,Nikel Blok B Waturambaha,2.171.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok B Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1521,122.3371,-3.3752,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",65613.658,922.246,36830.776,1071531,5191,5360,103.26,19,51,87.43,71.11,25.7,13265,217342,95489,72773,635053,1020657,CAPEX,1.39,0.11,0,Tidak,324044535,15584,PT Aneka Tambang,CIF
Molawe,Konawe Utara,Nikel Blok C Waturambaha,2.172.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok C Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1522,122.3297,-3.372,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",65038.588,640.342,36326.503,858149,3446,3468,100.64,27,65,97.85,77.15,14.7,5190,399217,66235,73133,533379,1071964,OPEX,1.59,0.41,2,Tidak,336319154,15708,PT Vale Indonesia,CIF
Molawe,Konawe Utara,Nikel Blok D Waturambaha,2.173.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok D Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1523,122.3301,-3.3754,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",65411.856,1003.527,36704.316,952268,1501,1390,92.6,29,58,95.64,75.3,38.5,22410,244473,91393,49494,687224,1072584,OPEX,1.11,0.37,2,Tidak,342693036,15960,PT Vale Indonesia,CIF
Molawe,Konawe Utara,Nikel Blok E Waturambaha,2.174.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok E Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1524,122.3375,-3.3796,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",66092.037,1404.605,37316.379,1525550,3847,3515,91.37,27,46,94.64,82.21,10.9,7933,266131,58320,46459,596395,967305,OPEX,0.29,0.11,2,Tidak,335117008,16032,PT GNI,Spot Contract
Molawe,Konawe Utara,Nikel Blok F Waturambaha,2.175.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok F Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1525,122.3378,-3.3821,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",66366.252,1681.892,37593.93,1445423,3676,3410,92.76,19,42,91.09,74.11,13.9,15076,288192,67666,56536,577062,989456,CAPEX,0.43,0.23,0,Tidak,257478153,15766,PT GNI,CIF
Molawe,Konawe Utara,Nikel Blok G Waturambaha,2.176.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok G Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1526,122.3379,-3.3845,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",66623.491,1944.377,37856.257,1410794,2007,2101,104.68,16,61,86.99,87.77,33.2,24675,366501,63969,75593,588397,1094460,CAPEX,1.71,0.23,1,Tidak,322968707,15766,PT IMIP,CIF
Molawe,Konawe Utara,Nikel Blok H Waturambaha,2.177.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok H Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1527,122.3378,-3.3867,IUP,Kec. Lasolo,301,"Maret 30, 2032","Maret 30, 2012",66853.215,2182.311,38092.58,1042718,3999,3874,96.87,29,46,96.97,88.59,38.6,19640,348581,132441,78826,462516,1022364,CAPEX,2.49,0.41,2,Tidak,261017004,15526,PT GNI,FOB Motorship
Pondidaha,Konawe,Nikel Amonggedo,1.940.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Amonggedo,Sulawesi Tenggara,Operasi Produksi,7413124,77.837.802,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1472,122.268,-3.919,IUP,"Kec. Besulutu, Amongggedo",1818,"Oktober 27, 2029","Juli 16, 2014",35013.716,759.447,16844.427,1939538,4847,4932,101.75,14,43,89.44,72,45.3,4972,354192,106741,41338,685152,1187423,OPEX,0.24,0.34,1,Tidak,257655102,16038,PT Vale Indonesia,CIF
Pondidaha,Konawe,Nikel Ponidaha,1.941.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Ponidaha,Sulawesi Tenggara,Operasi Produksi,7883486,82.776.603,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1473,122.272,-3.916,IUP,"Kec. Besulutu, Amongggedo",1818,"Oktober 27, 2029","Juli 16, 2014",34633.048,1229.589,16371.623,631474,1834,1826,99.56,18,67,85.65,72.15,17.3,21230,247412,142568,39324,441660,870964,CAPEX,1.48,0.32,1,Tidak,319195709,15509,PT IWIP,FOB Motorship
Langgikima,Konawe Utara,Nikel Lamonae 5,1.412.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 5,Sulawesi Tenggara,Operasi Produksi,7581000,89683.23,-,"PT Stargate Pasific Resources, 2015",1422,122.27,-3.341,IUP,Langgikima,1213.2,"Desember 21, 2029","Agustus 3, 2017",60121.423,188.032,32299.823,1013886,4365,4303,98.58,11,51,89.45,72.31,10,7386,369086,93598,65338,688611,1216633,OPEX,1.93,0.32,1,Tidak,297816563,15514,PT Vale Indonesia,FOB Motorship
Langgikima,Konawe Utara,Nikel Blok Lameluru-Molore-Tobimeta,2.556.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Lameluru-Molore-Tobimeta,Sulawesi Tenggara,Operasi Produksi,0,294351.6,"3 blok, kadar Ni 1,52% s.d. 1,71%","PT Stargate Pasific Resources, Laporan RKAB Tahun 2022",1578,122.2706,-3.3404,IUP,"Kec. Langgikima, Konawe Utara",461.1,"Februari 1, 2031","Februari 1, 2011",60069.383,231.42,32233.407,677008,1975,1820,92.15,25,36,95.33,82.39,48,19736,365949,70134,45070,799906,1281059,OPEX,2.1,0.14,0,Tidak,314796337,15760,PT Vale Indonesia,FOB Motorship
Molawe,Konawe Utara,Nikel Boedingin,2.178.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingin,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Sujud Bumi Berkah, Laporan Studi Kelauakan Tahun 2011",1528,122.338,-3.407,IUP,Kec. Lasolo,168,"Februari 16, 2031","Februari 16, 2012",67919.116,4897.18,40300.261,1008415,4470,4657,104.18,22,52,93.1,72.44,11.9,17040,292771,110858,39988,705599,1149216,OPEX,1.45,0.19,0,Tidak,335148492,15501,PT Vale Indonesia,FOB Motorship
Routa,Konawe,Nikel Prospek Bravo Romeo 1,2.843.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1640,121.806,-2.9849,IUP,Kecamatan Routa,21100,"September 14, 2037","November 18, 2019",44433.313,7877.574,35144.725,1942846,3118,2947,94.52,11,51,94.76,87.05,13.9,10044,309159,142957,31553,582140,1065809,CAPEX,1.63,0.02,2,Tidak,256882741,15590,PT IMIP,Spot Contract
Routa,Konawe,Nikel Prospek Bravo Romeo 2 dan 3,2.844.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 2 dan 3,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1641,121.806,-2.9849,IUP,Kecamatan Routa,21100,"September 14, 2037","November 18, 2019",44433.313,7877.574,35144.725,1049395,1426,1407,98.67,14,65,95.32,85.09,18.1,12895,207428,103259,50160,525790,886637,CAPEX,1.8,0.39,0,Tidak,302753069,15845,PT Vale Indonesia,FOB Motorship
Routa,Konawe,Nikel Prospek Delta Sierra,2.845.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Delta Sierra,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1642,121.806,-2.9849,IUP,Kecamatan Routa,21100,"September 14, 2037","November 18, 2019",44433.313,7877.574,35144.725,1862871,5361,5388,100.5,21,59,87.76,86.4,28.8,6474,352084,51786,49591,749012,1202473,OPEX,2.18,0.22,0,Tidak,333442275,15887,PT Vale Indonesia,FOB Motorship
Pondidaha,Konawe,Nikel Blok SK 1 Pondidaha,2.530.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok SK 1 Pondidaha,Sulawesi Tenggara,Operasi Produksi,1039950,127.393.875,"Kadar Ni 1,5% s.d. 1,8%","PT Sulemandara Konawe, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1552,122.27,-3.91,IUP,"Desa Pondidaha, Kec. Pondidaha",100,"Maret 25, 2028","Mei 25, 2008",34974.765,1085.238,16551.877,1242598,2080,2075,99.76,20,41,97.01,80.52,44.7,24722,392184,80362,58152,502876,1033574,CAPEX,0.48,0.22,1,Tidak,294029286,15663,PT Vale Indonesia,CIF
Molawe,Konawe Utara,Nikel Tapunggaya 3,2.794.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 3,Sulawesi Tenggara,Operasi Produksi,3166641,31.033.081.800,"Blok I dan Blok II, kadar Ni 1,4% s.d. 2%","PT Sumber Bumi Putra, Laporan RKAB Tahun 2020",1612,122.1775,-3.5238,IUP,Sulawesi Tenggara,218.21,"Maret 10, 2032","November 19, 2024",66628.291,475.064,49838.453,1549560,3843,4001,104.11,26,40,90.69,89.93,39.2,9005,294511,142496,40009,592950,1069966,CAPEX,2.33,0.12,2,Tidak,302342384,15937,PT Aneka Tambang,CIF
Kabaena Selatan,Bombana,Nikel Batuawu,2.568.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Batuawu,Sulawesi Tenggara,Operasi Produksi,2115387,236.923.344,"Kadar Ni 1,4% dan 1,6%","PT Tambang Bumi Sulawesi, Laporan RKAB Tahun 2020",1590,121.8783,-5.3521,IUP,"Kecamatan Kabaena Selatan, Kabupaten Bombana",1533,"Desember 29, 2032","Desember 12, 2022",13579.458,1418.696,52084.537,1186126,2144,1977,92.21,15,56,93.31,70.88,36.9,10482,308100,101834,65718,708349,1184001,OPEX,0.26,0.1,1,Tidak,299785344,15834,PT GNI,CIF
Batuputih dan Tolala,Kolaka Utara,Nikel Mosiku,2.793.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Mosiku,Sulawesi Tenggara,Operasi Produksi,2763563,35.636.302.940,"Blok Anoa, Tapir, Makaka dan Komodo, kadar Ni 1,64% s.d. 1,87%","PT Tambang Mineral Maju, Laporan RKAB Tahun 2020",1611,121.0603,-2.8405,IUP,"Desa Latou, Musiku dan Lelewaw",738,"Agustus 11, 2026","Agustus 16, 2011",10659.573,4.529,46284.5,898804,5225,5101,97.63,28,36,85.03,78.03,12.9,14560,299838,145192,64001,768943,1277974,OPEX,2.12,0.29,1,Tidak,340719737,15625,PT Vale Indonesia,CIF
Kabaena Selatan,Bombana,Nikel Pongkalaero 1,2.804.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pongkalaero 1,Sulawesi Tenggara,Operasi Produksi,590000,7730.8,"Blok 2, Blok 3 dan Blok 5 (limonit dan saprolit","PT Tekonindo, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1622,121.9091,-5.3739,IUP,"Kec Kabaena Barat, Kab Bombana",531.3,"April 22, 1930","Juli 31, 2019",16784.116,2068.697,53778.172,1646344,4427,4253,96.07,18,46,97.91,76.48,21.1,18119,216528,100927,53117,768382,1138954,OPEX,0.38,0.12,1,Tidak,254989355,15891,PT Aneka Tambang,CIF
Kabaena Barat,Bombana,Nikel Rahampuu,2.180.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Rahampuu,Sulawesi Tenggara,Operasi Produksi,1066200,13.619.487,"Kadar Ni 1,66% - 1,82%","PT Timah Investasi Mineral, Laporan RKAB Tahun 2022",1530,121.8258,-5.2584,IUP,"Kec. Kabaena, Kab. Bombana",300,"Maret 31, 2029","April 1, 2019",3466.742,91.15,44098.609,1953764,4697,4561,97.1,26,39,88.65,88.97,26.5,14610,323943,51205,39066,435103,849317,OPEX,0.65,0.03,0,Tidak,337799088,15825,PT IMIP,CIF
Langgikima,Konawe Utara,Nikel Lamonae 4,2.558.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 4,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok I, Blok II dan Blok IV, kadar Ni 1,45% s.d. 1,8%","PT Tiran Indonesia, Laporan RKAB Tahun 2022",1580,122.2874,-3.2131,IUP,"Kec. Langgikima, Konawe Utara",1411.35,"Juli 30, 2033","Juli 30, 2013",46857.317,1706.739,18252.616,895287,3171,2911,91.8,14,35,85.81,81.54,11.6,14607,344289,137305,55347,759305,1296246,CAPEX,0.21,0.38,0,Tidak,331638308,15946,PT GNI,CIF
